Intellectual Property A,,,,,Intellectual Property A,
computer software,2,,,,computer software,2
computer software,2,,,,No intellectual property rights involved,1
No intellectual property rights involved,1,,,,technical secrets,3
computer software,2,,,,patent,2
technical secrets,3,,,,Integrated circuit layout design,2
technical secrets,3,,,,New varieties of biology and medicine,2
computer software,2,,,,,
computer software,2,,,,,
computer software,2,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
computer software,2,,,,,
computer software,2,,,,,
technical secrets,3,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
computer software,2,,,,,
computer software,2,,,,,
computer software,2,,,,,
computer software,2,,,,,
computer software,2,,,,,
technical secrets,3,,,,,
computer software,2,,,,,
computer software,2,,,,,
computer software,2,,,,,
technical secrets,3,,,,,
technical secrets,3,,,,,
technical secrets,3,,,,,
technical secrets,3,,,,,
patent,2,,,,,
patent,2,,,,,
patent,2,,,,,
technical secrets,3,,,,,
computer software,2,,,,,
computer software,2,,,,,
computer software,2,,,,,
computer software,2,,,,,
computer software,2,,,,,
computer software,2,,,,,
technical secrets,3,,,,,
technical secrets,3,,,,,
technical secrets,3,,,,,
technical secrets,3,,,,,
technical secrets,3,,,,,
technical secrets,3,,,,,
technical secrets,3,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
technical secrets,3,,,,,
technical secrets,3,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
technical secrets,3,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
computer software,2,,,,,
computer software,2,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
No intellectual property rights involved,1,,,,,
